Koreana ID,Title (Chinese),volume start,page start,page end ,volume end,Taisho ID,Title (Korean),Other IDs,,
K 1273,金剛頂瑜伽念珠經,65,263,263,65,T789,금강정유가염주경,"(XXXVI:711),(H. 760)",,
K 1274,金剛頂一切如來眞實攝大乘現證大經王經,65,264,286,65,T865,금강정일체여래진실섭대승현증대교왕경,"(XXXVI:712),(H. 820)",,
K 1275,大樂金剛不空眞實三摩耶經,65,286,289,65,T243,대락금강불공진실삼마야경,"(XXXVI:734),(H. 240)",,
K 1276,大方廣曼殊室利經,65,290,295,65,T1101,대방광만수실리경,"(XXXVI:738),(H. 965)",,
K 1277,一字奇特佛頂經,65,295,324,65,T953,일자기특불정경,"(XXXVI:743),(H. 858)",,
K 1278,金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經,65,324,335,65,T1033,금강공포집회방광궤의관자재보살삼세최승심명왕경,"(XXXVI:772),(H. 916)",,
K 1279,出生無邊門陀羅尼經,65,335,340,65,T1009,출생무변문다라니경,"(XXXVI:783),(H. 897)",,
K 1280,金剛頂經瑜伽文殊師利菩薩法,65,340,346,65,T1171,금강정경유가문수사리보살법,(XXXVI:788),,
K 1281,阿唎多羅陀羅尼阿嚕力經,65,346,357,65,T1039,아리다라다라니아로력경,"(XXXVI:794),(H. 922)",,
K 1282,普賢菩薩行願讚,65,357,359,65,T297,보현보살행원찬,"(XXXVI:805),(H. 291)",,
K 1283,百千頌大集經地藏菩薩請問法身讚,65,359,362,65,T413,백천송대집경지장보살청문법신찬,"(XXXVI:807),(H. 400)",,
K 1284,大吉祥天女十二契一百八名無垢大乘經,65,362,364,65,T1253,대길상천녀십이계일백팔명무구대승경,(XXXVI:810),,
K 1285,底哩三昧耶不動尊威怒王使者念誦法,65,365,372,65,T1200,저리삼매야부동존위노왕사자염송법,"(XXXVI:813),(H. 1028)",,*image group order problem-I3CN274380369--从此开始I3CN274380376---到此8页多余且需补充
K 1286,十一面觀自在菩薩心密言儀軌經,65,372,383,65,T1069,십일면관자재보살심밀언의궤경,"(XXXVI:820),(H. 942)",,*image group order problem-I3CN274380369--从此开始I3CN274380376---到此8页多余且需补充
K 1287,一切如來心祕密全身舍利寳篋印陀羅尼經,65,383,386,65,T1022a,일체여래심비밀전신사리보삽인다라니경,"(XXXVI:831),(H. 907)",,
K 1288,大吉祥天女十二名號經,65,386,387,65,T1252,대길상천녀십이명호경,"(XXXVI:834),(H. 1049)",,
K 1289,金剛頂經瑜伽十八會指歸,65,387,391,65,T869,금강정경유가십팔회지귀,"(XXXVI:835),(H. 822)",,
K 1290,菩提場所說一字頂輪王經,65,391,429,65,T950,보리장소설일자정륜왕경,"(XXXVI:839),(H. 855)",,
K 1291,略述金剛頂瑜伽分別聖位修證法門,65,429,435,65,T870,약술금강정유가분별성위수증법문,"(XXXVI:877),(H. 823)",,
K 1292,一切如來金剛壽命陀羅尼經,65,435,436,65,T1135,일체여래금강수명다라니경,"(XXXVI:883),(H. 990)",,
K 1293,佛母大孔雀明王經,65,436,462,65,T982,불모대공작명왕경,"(XXXVI:884),(H. 877)",,
K 1294,大雲輪請雨經,65,462,473,65,T989,대운륜청우경,"(XXXVI:910),(H. 880)",,
K 1295,雨寶陀羅尼經,65,473,476,65,T1163,우보다라니경,"(XXXVI:921),(H. 1007)",,
K 1296,觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經,65,476,477,65,T1264,관자재보살화신양우이예동녀소복독해다라니경,"(XXXVI:924),(H. 1157)",,
K 1297,慈氏菩薩所說大乘緣生稻簳喩經,65,477,480,65,T710,자시보살소설대승연생도간유경,"(XXXVI:925),(H. 686)",,
K 1298,大寶廣博樓閣善住祕密陀羅尼經,65,481,502,65,T1005a,대보광박누각선주비밀다라니경,"(XXXVI:929),(H. 893)",,
K 1299,菩提場莊嚴陀羅尼經,65,503,513,65,T1008,보리장장엄다라니경,"(XXXVI:951),(H. 960)",,
K 1300,除一切疾病陀羅尼經,65,513,514,65,T1323,제일체질병다라니경,"(XXXVI:961),(H. 1071)",,
K 1301,能淨一切眼疾病陀羅尼經,65,514,515,65,T1324,능정일체안질병다라니경,"(XXXVI:962),(H. 1072)",,
K 1302,救拔焰口餓鬼陀羅尼經,65,515,516,65,T1313,구발염구아귀다라니경,"(XXXVI:963),(H.1069)",,
K 1303,三十五佛名禮懺文,65,517,517,65,T326,삼십오불명예참문,(XXXVI:965),,
K 1304,八大菩薩曼荼羅經,65,518,519,65,T1167,팔대보살만도라경,(XXXVI:966),,
K 1305,葉衣觀自在菩薩經,65,519,523,65,T1100,엽의관자재보살경,"(XXXVI:967),(H. 964)",,
K 1306,訶利帝母眞言經,65,523,525,65,T1261,하리재모진언경,"(XXXVI:971),(H. 1054)",,
K 1307,毘沙門天王經,65,525,527,65,T1244,비사문천왕경,"(XXXVI:973),(H. 1048)",,
K 1308,觀自在菩薩說普賢陀羅尼經,,,,,T1037,관자재보살설보현다라니경,"(XXXVI:976),(H. 920)",,
K 1309,文殊問經字母品,,,,,T469,문수문경자모품,"(XXXVI:978),(H. 455)",,
K 1310,金剛頂蓮華部心念誦儀軌,,,,,T873,금강정연화부심염송의궤,(H. 824),,
K 1311,金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經,,,,,T1056,금강정유가천수천안관자재보살수행의궤경,(XXXVI:991),,
K 1312,無量壽如來觀行供養儀軌,,,,,T930,무량수여래관행공양의궤,(XXXVI:1005),,
K 1313,阿閦如來念誦供養法,,,,,T921,아축여래염송공양법,"(XXXVI:1011),(H. 848)",,
K 1314,佛頂尊勝陀羅尼念誦儀軌,,,,,T972,불정존승다라니염송의궤,"(XXXVI:1016),(H.869)",,
K 1315,金剛頂勝初瑜伽普賢菩薩念誦法,,,,,T1123,금강정승초유가보현보살염송법,"(XXXVI:1021),(H. 979)",,
K 1316,金剛王菩薩祕密念誦儀軌,,,,,T1132,금강왕보살비밀염송의궤,"(XXXVI:1024),(H. 988)",,
K 1317,普賢金剛薩埵略瑜伽念誦儀軌,,,,,T1124,보현금강살타약유가염송의궤,"(XXXVI:1030),(H. 980)",,
K 1318,金剛頂瑜伽金剛薩埵五祕密修行念誦儀軌,,,,,T1125,금강정유가금강살타오비밀수행염송의궤,"(XXXVI:1035),(H. 981)",,
K 1319,金剛壽命陀羅尼念誦法,,,,,T1133,금강수명다라니염송법,"(XXXVI:1040),(H. 989)",,
K 1320,一字頂輪王瑜伽觀行儀軌,,,,,T955,일자정륜왕유가관행의궤,"(XXXVI:1041),(H. 860)",,
K 1321,一字頂輪王念誦儀軌,,,,,T954a,일자정륜왕염송의궤,"(XXXVI:1044),(H. 859)",,
K 1322,仁王般若念誦法,,,,,T995,인왕반야염송법,"(XXXVI:1048),(H. 885)",,
K 1323,觀自在菩薩如意輪念誦儀軌,,,,,T1085,관자재보살여의륜염송의궤,"(XXXVI:1052),(H. 952)",,
K 1324,大虛空藏菩薩念誦法,,,,,T1146,대허공장보살염송법,"(XXXVI:1056),(H. 998)",,
K 1325,瑜伽蓮華部念誦法,,,,,T1032,유가연화부염송법,"(XXXVI:1058),(H. 915)",,
K 1326,甘露軍茶利菩薩供養念誦成就儀軌,,,,,T1211,감로군다리보살공양염송성취의궤,"(XXXVI:1061),(H. 1031)",,
K 1327,聖觀自在菩薩心眞言瑜伽觀行儀軌,,,,,T1031,성관자재보살심진언유가관행의궤,"(XXXVI:1070),(H. 914)",,
K 1328,金剛頂經多羅菩薩念誦法,,,,,T1102,금강정경다라보살염송법,"(XXXVI:1072),(H. 967)",,
K 1329,大方廣佛華嚴經入法界品四十二字觀門,,,,,T1019,대방광불화엄경입법계품사십이자관문,"(XXXVI:1077),(H. 906)",,
K 1330,大聖文殊師利菩薩讚佛法身禮,,,,,T1195,대성문수사리보살찬불법신례,"(XXXVI:1080),(H. 1025)",,
K 1331,授菩提心戒儀,,,,,T915,수보리심계의,(XXXVI:1081),,
K 1332,金剛頂經金剛界大道場毘盧遮那如來自受用身內證智眷屬法身異名佛最上乘祕密三摩地禮懺文,,,,,T878,금강정경금강계대도장비로자나여래자수용신내증지권속법신이명불최상승비밀삼마지예참문,"(XXXVI:1083),(H. 826)",,
K 1333,大樂金剛不空眞實三昧耶經般若波羅蜜多理趣釋,,,,,T1003,대락금강불공진실삼매야경반야바라밀다이취석,"(XXXVI:1085),(H. 891)",,
K 1334,般若波羅蜜多理趣經大樂不空三昧眞實金剛薩埵菩薩等一十七聖大曼茶羅義述,,,,,T1004,반야바라밀다이취경대락불공삼매진실금강살타보살등일십칠성대만다라의술,"(XXXVI:1101),(H. 892)",,
K 1335,金剛頂瑜伽護摩儀軌,,,,,T908,금강정유가호마의궤,"(XXXVI:1103),(H. 844)",,
K 1336,都部陀羅尼目,,,,,T903,도부다라니목,"(XXXVI:1107),(H. 843)",,
K 1337,大乘緣生論,,,,,T1653,대승연생론,"(XXXVI:1109),(H. 1381)",,
K 1338,七倶胝佛母所說准提陀羅尼經,,,,,T1076,칠구지불모소설준제다라니경,"(XXXVI:1115),(H. 946)",,
K 1339,大集大虛空藏菩薩所問經,,,,,T404,대집대허공장보살소문경,"(XXXVII:1),(H. 392)",,
K 1340,仁王護國般若波羅蜜多經,,,,,T246,인왕호국반야바라밀다경,"(XXXVII:53),(H. 243)",,
K 1341,大聖文殊師利菩薩佛刹功德莊嚴經,,,,,T319,대성문수사리보살불찰공덕장엄경,"(XXXVII:68),(H. 311)",,
K 1342,仁王護國般若波羅蜜多經陀羅尼念誦儀軌,,,,,T994,인왕호국반야바라밀다경다라니염송의궤,"((XXXVII:93),(H. 884)",,
K 1343,成就妙法蓮華經王瑜伽觀智儀軌,,,,,T1000,성취묘법연화경왕유가관지의궤,"(XXXVII:102),(H. 889)",,
K 1344,大乘密嚴經,,,,,T682,대승밀엄경,"(XXXVII:112),(H. 657)",,
K 1345,五字陀羅尼頌,,,,,T1174,오자다라니송,"(XXXVII:139),(H. 1016)",,
K 1346,金剛頂勝初瑜伽經中略出大樂金剛薩埵念誦儀,,,,,T1120a,금강정승초유가경중약출대락금강살타염송의,"(XXXVII:142),(H. 978)",,
K 1347,大樂金剛薩埵修行成就儀軌,,,,,T1119,대락금강살타수행성취의궤,"(XXXVII:147),(H. 977)",,
K 1348,大藥叉女歡喜母幷愛子成就法,,,,,T1260,대약차녀환희모병애자성취법,"(XXXVII:154),(H. 1053)",,
K 1349,普遍光明淸淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經,,,,,T1153,보편광명청정치성여의보인심무능승대명왕대수구다라니경,"(XXXVII:159),(H. 1002)",,
K 1350,金剛頂超勝三界經說文殊五字眞言勝相,,,,,T1172,금강정초승삼계경설문수오자진언승상,"(XXXV11:174),(H. 1014)",,
K 1351,聖閻曼德迦威怒王立成大神驗念誦法,,,,,T1214,성염만덕가위노왕입성대신험염송법,"(XXXVII:176),(H. 1032)",,
K 1352,文殊師利菩薩根本大教王經金翅鳥王品,,,,,T1276,문수사리보살근본대교왕경금시조왕품,"(XXXVII:185),(H. 1058)",,
K 1353,不空羂索毗廬遮那佛大灌頂光眞言,,,,,T1002,불공견색비로자나불대관정광진언,"(XXXVII:190),(H. 890)",,
K 1354,摩利支天菩薩陀羅尼經,,,,,T1255,마리지천보살다라니경,"(XXXVII:191),(H. 1051)",,
K 1355,聖迦尼忿怒金剛童子菩薩成就儀軌經,,,,,T1222,성가니분노금강동자보살성취의궤경,"(XXXVII:193),(H. 1035)",,
K 1356,大威怒烏芻澁麽儀軌經,,,,,T1225,대위노오추삽마의궤경,"(XXXVII:216),(H. 1036)",,
K 1357,佛爲優塡王說王法政論經,,,,,T524,불위우진왕설왕법정론경,"(XXXVII:221),(H. 508)",,
K 1358,金剛頂經一字頂輪王瑜伽一切時處念誦成佛儀軌,,,,,T957,금강정경일자정륜왕유가일체시처염송성불의궤,"(XXXVII:225),(H. 826)",,
K 1359,大方廣如來藏經,,,,,T667,대방광여래장경,"(XXXVII:231),(H. 644)",,
K 1360,一髻尊陀羅尼經,,,,,T1110,일계존다라니경,"(XXXVII:239),(H. 972)",,
K 1361,速疾立驗摩醯首羅天說迦婁羅阿尾奢法,,,,,T1277,속질입험마혜수라천설가루라아미사법,"(XXXVII:245),(H. 1059)",,
K 1362,大日經略攝念誦隨行法,,,,,T857,대일경약섭염송수행법,"(XXXVII:247),(H. 819)",,
K 1363,金剛頂經瑜伽文殊師利菩薩供養儀軌,,,,,T1175,금강정경유가문수사리보살공양의궤,"(XXXVII:249),(H. 1017)",,
K 1364,大毘盧遮那成佛神變加持經略示七支念誦隨行法,,,,,T856,대비로자나성불신변가지경약시칠지염송수행법,"(XXXVII:257),(H. 818)",,
K 1365,曼殊室利童子菩薩五字瑜伽法,,,,,T1176,만수실리동자보살오자유가법,"(XXXVII:258),(H. 1018)",,
K 1366,金剛頂降三世大儀軌法王教中觀自在菩薩心眞言一切如來蓮華大曼拏羅品,,,,,T1040,금강정항삼세대의궤법왕교중관자재보살심진언일체여래연화대만나라품,"(XXXVII:259),(H. 923)",,
K 1367,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經,,,,,T1299,문수사리보살급제선소설길흉시일선악숙요경,"(XXXVII:261),(H. 1064)",,
K 1368,金剛頂經觀自在王如來修行法,,,,,T931,금강정경관자재왕여래수행법,"(XXXVII:280),(H. 848)",,
K 1369,金剛頂經瑜伽中發阿耨多羅三藐三菩提心論,,,,,T1665,금강정경유가중발아먁다라삼뇩삼보리심론,"(XXXVII:283),(H. 1392)",,
K 1370,瑜伽金剛頂經釋字母品,,,,,T880,유가금강정경석자모품,"(XXXVII:286),(H. 827)",,
K 1371,修習般若波羅蜜菩薩觀行念誦儀軌,,,,,T1151,수습반야바라밀보살관행염송의궤,"(XXXVII:287),(H. 1000)",,
K 1372,金輪王佛頂要略念誦法,,,,,T948,금륜왕불정요략염송법,"(XXXVII:292),(H. 854)",,
K 1373,仁王般若陀羅尼釋,,,,,T996,인왕반야다라니석,"(XXXVII:294),(H. 886)",,
K 1374,觀自在大悲成就瑜伽蓮華部念誦法門,,,,,T1030,관자재대비성취유가연화부염송법문,"(XXXVII:297),(H. 913)",,
K 1375,大孔雀明王畫像壇場儀軌,,,,,T983a,대공작명왕화상단상의궤,"(XXXVII:303),(H. 872)",,
K 1376,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品,,,,,T1199,금강수광명관정경최승입인성무동존대위노왕염송의궤법품,"(XXXVII:305),(H. 1027)",,
K 1377,末利支提婆華鬘經,,,,,T1254,말리지제바화만경,"(XXXVII:312),(H. 1050)",,
K 1378,大聖天歡喜雙身毘那夜迦法,,,,,T1266,대성천환희쌍신비나야가법,"(XXXVII:317),(H. 1056)",,
K 1379,觀自在菩薩如意輪瑜伽,,,,,T1086,관자재보살여의륜유가,"(XXXVII:319),(H. 953)",,
K 1380,金剛頂瑜伽降三世成就極深密門,,,,,T1209,금강정유가항삼세성취극심밀문,"(XXXVII:324),(H. 1030)",,
K 1381,大乘理趣六波羅蜜多經,,,,,T261,대승이취육바라밀다경,"(XXXVII:325),(H. 254)",,
K 1382,大花嚴長者問佛那羅延力經,,,,,T547,대화엄장자문불나라연력경,"(XXXVII:403),(H. 530)",,
K 1383,般若波羅蜜多心經,,,,,T253,반야바라밀다심경,"(XXXVII:404),(H. 250)",,
K 1384,守護國界主陀羅尼經,,,,,T997,수호국계주다라니경,"(XXXVII:405),(H. 887)",,
K 1385,大乘本生心地觀經,,,,,T159,대승본생심지관경,"(XXXVII:479),(H. 160)",,
K 1386,十力經,,,,,T780,십력경,"(XXXVII:537),(H. 751)",,
K 1387,廻向輪經,,,,,T998,회향륜경,"(XXXVII:541),(H. 896)",,
K 1388,十地經,,,,,T287,십지경,"(XXXVII:543),(H. 280)",,
K 1389,根本說一切有部毘奈耶藥事,,,,,T1448,근본설일체유부비나야약사,"(XXXVII:601),(H. 1191)",,
K 1390,根本說一切有部毘奈耶破僧事,,,,,T1450,근본설일체유부비나야파승사,"(XXXVII:734),(H. 1186)",,
K 1391,根本說一切有部毘奈耶出家事,,,,,T1444,근본설일체유부비나야출가사,"(XXXVII:895),(H. 1182)",,
K 1392,根本說一切有部毘奈耶安居事,,,,,T1445,근본설일체유부비나야안거사,"(XXXVII:926),(H. 1183)",,
K 1393,根本說一切有部毘奈耶隨意事,,,,,T1446,근본설일체유부비나야수의사,"(XXXVII:932),(H. 1184)",,
K 1394,根本說一切有部毘奈耶皮革事,,,,,T1447,근본설일체유부비나야피혁사,"(XXXVII:938),(H. 1185)",,
K 1395,根本說一切有部毘奈耶羯恥那衣事,,,,,T1449,근본설일체유부비나야갈치나의사,"(XXXVII:951),(H. 1192)",,
K 1396,大宗地玄文本論,,,,,T1669,대종지현문본론,"(XXXVII:954),(H. 1396)",,
K 1397,釋摩訶衍論,,,,,T1668,석마하연론,"(XXXVII:989),(H. 1395)",,
K 1398,大唐貞元續開元釋教錄,,,,,T2156,대당정원속개원석교록,(XXXVIII:1),,
K 1399,大塔保大乙巳歳續貞元釋教錄,,,,,T2158,대당보대을사세속정원석교록,(XXXVIII:37),,
K 1400,唐護法沙門法琳別傳,,,,,T2051,당호법사문법림별전,(XXXVIII:47),,
K 1401,貞元新定釋教目錄,,,,,T2157,정원신정석교목록,(XXXVIII:70),,
K 1402,高麗國新雕大藏校正別錄,,,,,,고려국신조대장교정별록,(XXXVIII:512),,
K 1403,大般涅槃經,,,,,T375,대반열반경,"(XXXVIII:725),(H. 361)",,
K 1404,佛名經,,,,,T441,불명경,"(XXXIX:1),(H. 428)",,
K 1405,大藏目錄,,,,,,대장목록,,,
K 1406,法苑珠林,,,,,T2122,법원주림,(XXXIX:216),,
K 1407,法印經,,,,,T104,법인경,"(XL:1),(H. 104)",,
K 1408,未曾有正法經,,,,,T628,미증유정법경,"(XL:3),(H. 608)",,
K 1409,分別緣生經,,,,,T718,분별연생경,"(XL:36),(H. 693)",,
K 1410,大生義經,,,,,T52,대생의경,"(XL:38),(H. 53)",,
K 1411,分別布施經,,,,,T84,분별보시경,"(XL:43),(H. 85)",,
K 1412,大集會正法經,,,,,T424,대집회정법경,"(XL:46),(H. 411)",,
K 1413,園生樹經,,,,,T28,원생수경,"(XL:76),(H. 28)",,
K 1414,聖觀自在菩薩功德讚,,,,,T1053,성관자재보살공덕찬,"(XL:78),(H. 934)",,
K 1415,了義般若波羅蜜多經,,,,,T247,요의반야바라밀다경,"(XL:81),(H. 244)",,
K 1416,帝釋巖祕密成就儀軌,,,,,T940,제석암비밀성취의궤,"(XL:83),(H. 850)",,
K 1417,勝軍王所問經,,,,,T516,승군왕소문경,"(XL:87),(H. 500)",,
K 1418,一切如來金剛三業最上祕密大教王經,,,,,T885,일체여래금강삼업최상비밀대교왕경,"(XL:90),(H. 830)",,
K 1419,最勝妙吉祥根本智最上祕密一切名義三摩地分,,,,,T1187,최승묘길상근본지최상비밀일체명의삼마지분,"(XL:140),(H. 1024)",,
K 1420,諸教決定名義論,,,,,T1658,제교결정명의론,"(X L:149),(H. 1385)",,
K 1421,大方廣未曾有經善巧方便品,,,,,T844,대방광미증유경선교방편품,"(XL:152),(H. 814)",,
K 1422,輪王七寶經,,,,,T38,윤왕칠보경,"(XL:155),(H. 38)",,
K 1423,佛母出生三法藏般若波羅蜜多經,,,,,T228,불모출생삼법장반야바라밀다경,"(XL:158),(H. 227)",,
K 1424,大方廣善巧方便經,,,,,T346,대방광선교방편경,"(XL:298),(H. 336)",,
K 1425,大乘不思議神通境界經,,,,,T843,대승부사의신통경계경,"(XL:318),(H. 813)",,
K 1426,發菩提心破諸魔經,,,,,T838,발보리심파제마경,"(XL:333),(H. 808)",,
K 1427,聖佛母般若波羅蜜多經,,,,,T257,성불모반야바라밀다경,(XL:341),,
K 1428,給孤長者女得度因綠經,,,,,T130,급고장자녀득도인연경,"(XL:343),(H. 131)",,
K 1429,大集法門經,,,,,T12,대집법문경,"(XL:357),(H. 9)",,
K 1430,集諸法寶最上義論,,,,,T1638,집제법보최상의론,"(XL:368),(H. 1367)",,
K 1431,淨意優婆塞所問經,,,,,T755,정의우바새소문경,"(XL:377),(H. 727)",,
K 1432,菩提心離相論,,,,,T1661,보리심이상론,"(XL:381),(H. 1388)",,
K 1433,大乘破有論,,,,,T1574,대승파유론,"(XL:386),(H. 1303)",,
K 1434,無二平等最上瑜伽大教王教,,,,,T887,무이평등최상유가대교왕교,"(XL:388),(H. 832)",,
K 1435,集大乘相論,,,,,T1637,집대승상론,"(XL:422),(H. 1366)",,
K 1436,佛母般若波羅蜜多大明觀想儀軌,,,,,T1152,불모반야바라밀다대명관상의궤,"(XL:426),(H. 1001)",,
K 1437,光明童子因綠經,,,,,T549,광명동자인연경,"(XL:429),(H. 532)",,
K 1438,入無分別法門經,,,,,T654,입무분별법문경,"(XL:446),(H. 632)",,
K 1439,寶帶陀羅尼經,,,,,T1377,보대다라니경,"(XL:450),(H. 1118)",,
K 1440,金身陀羅尼經,,,,,T1414,금신다라니경,"(XL:455),(H. 1151)",,
K 1441,六十頌如理論,,,,,T1575,육십송여리론,"(XL:457),(H. 1304)",,
K 1442,金剛場莊嚴般若波羅蜜多教中一分,,,,,T886,금강장장엄반야바라밀다교중일분,"(XL:460),(H. 831)",,
K 1443,佛吉祥德讚,,,,,T1681,불길상덕찬,"(XL:465),(H. 1408)",,
K 1444,息諍因綠經,,,,,T85,식정인연경,"(XL:474),(H.86)",,
K 1445,大乘二十頌論,,,,,T1576,대승이십송론,"(XL:479),(H. 1305)",,
K 1446,醫喩經,,,,,T219,의유경,"(XL:481),(H. 218)",,
K 1447,月喩經,,,,,T121,월유경,"(XL:483),(H. 121)",,
K 1448,初分說經,,,,,T498,초분설경,"(XL:484),(H. 483)",,
K 1449,廣釋菩提心論,,,,,T1664,광석보리심론,"(XL:492),(H. 1391)",,
K 1450,如幻三摩地無量印法門經,,,,,T372,여환삼마지무량인법문경,"(XL:506),(H. 359)",,
K 1451,蟻喩經,,,,,T95,의유경,"(XL:517),(H. 96)",,
K 1452,一切祕密最上名義大教王儀軌,,,,,T888,일체비밀최상명의대교왕의궤,"(XL:520),(H. 834)",,
K 1453,大堅固婆羅門綠起經,,,,,T8,대견고바라문연기경,"(XL:526),(H. 5)",,
K 1454,祕密三昧大教王經,,,,,T883,비밀삼매대교왕경,(XL:536),,
K 1455,聖八千頌般若波羅蜜多一百八名眞實圓義陀羅尼經,,,,,T230,성팔천송반야바라밀다일백팔명진실원의다라니경,"(XL:562),(H. 229)",,
K 1456,聖觀自在菩薩不空王祕密心陀羅尼經,,,,,T1099,성관자재보살불공왕비밀심다라니경,"(XL:564),(H. 963)",,
K 1457,施一切無畏陀羅尼經,,,,,T1373,시일체무외다라니경,"(XL:570),(H. 1114)",,
K 1458,佛母般若波羅蜜多圓集要義論,,,,,T1518,불모반야바라밀다원집요의론,"(XL:573),(H. 1252)",,
K 1459,佛母般若波羅蜜多圓集要義釋論,,,,,T1517,불모반야바라밀다원집요의석론,"(XL:576),(H. 1251)",,
K 1460,灌頂王喩經,,,,,T218,관정왕유경,"(XL:595),(H. 217)",,
K 1461,廣大發願頌,,,,,T1676,광대발원송,"(XL:596),(H. 1403)",,
K 1462,祕密相經,,,,,T884,비밀상경,"(XL:598),(H. 829)",,
K 1463,尼拘陀梵志經,,,,,T11,니구타범지경,"(XL:609),(H. 8)",,
K 1464,白衣金幢二婆羅門綠起經,,,,,T10,백의금당이바라문연기경,"(XL:616),(H. 7)",,
K 1465,金光明經,,,,,T663,금광명경,"(XL:626),(H. 640)",,
K 1466,一切如來眞實攝大乘現證三昧大教王經,,,,,T882,일체여래진실섭대승현증삼매대교왕경,"(XL:658),(H. 833)",,
K 1467,福力太子因緣經,,,,,T173,복력태자인연경,"(XL:797),(H. 173)",,
K 1468,無畏授所問大乘經,,,,,T331,무외수소문대승경,"(XL:810),(H. 322)",,
K 1469,頂生王因緣經,,,,,T165,정생왕인연경,"(XL:817),(H. 165)",,
K 1470,勝義空經,,,,,T655,승의공경,"(XL:839),(H. 633)",,
K 1471,五大施經,,,,,T706,오대시경,"(XL:841),(H. 682)",,
K 1472,隨勇尊者經,,,,,T505,수용존자경,"(XL:842),(H. 489)",,
K 1473,佛十力經,,,,,T781,불십력경,"(XL:845),(H. 752)",,
K 1474,淸淨心經,,,,,T803,청정심경,"(XL:848),(H. 774)",,
K 1475,大乘寶要義論,,,,,T1635,대승보요의론,"(XL:849),(H. 1364)",,
K 1476,除蓋障菩薩所問經,,,,,T489,제개장보살소문경,"(XL:890),(H. 475)",,
K 1477,身毛喜豎經,,,,,T757,신모희수경,"(XLI:1),(H. 729)",,
K 1478,聖佛母般若波羅蜜多九頌精義論,,,,,T1516,성불모반야바라밀다구송정의론,"(XLI:12),(H. 1250)",,
K 1479,大乘大方廣佛冠經,,,,,T438,대승대방광불관경,"(XLI:20),(H. 425)",,
K 1480,八種長養功德經,,,,,T1498,팔종장양공덕경,"(XLI:25),(H. 1235)",,
K 1481,海意菩薩所問淨印法門經,,,,,T400,해의보살소문정인법문경,"(XLI:27),(H. 388)",,
K 1482,大乘中觀釋論,,,,,T1567,대승중관석론,"(XLI:101),(H. 1296)",,
K 1483,金色童子因緣經,,,,,T550,금색동자인연경,"(XLI:174),(H. 533)",,
K 1484,施設論,,,,,T1538,시설론,"(XLI:217),(H. 1271)",,
K 1485,開覺自性般若波羅蜜多經,,,,,T260,개각자성반야바라밀다경,"(XLI:241),(H. 253)",,
K 1486,如來不思議祕密大乘經,,,,,T312,여래부사의비밀대승경,"(XLI:258),(H. 304)",,
K 1487,大乘菩薩藏正法經,,,,,T316,대승보살장정법경,"(XLI:330),(H. 308)",,
K 1488,大乘集菩薩學論,,,,,T1636,대승집보살학론,"(XLI:484),(H. 1365)",,
K 1489,大乘入諸佛境界智光明莊嚴經,,,,,T359,대승입제불경계지광명장엄경,"(XLI:588),(H. 349)",,
K 1490,六趣輪廻經,,,,,T726,육취윤회경,"(XLI:607),(H. 699)",,
K 1491,十不善業道經,,,,,T727,십불선업도경,"(XLI:610),(H. 700)",,
K 1492,尼乾子問無我義經,,,,,T1643,니건자문무아의경,"(XLI:611),(H. 1372)",,
K 1493,事師法五十頌,,,,,T1687,사사법오십송,"(XLI:612),(H. 1414)",,
K 1494,諸法集要經,,,,,T728,제법집요경,"(XLI:614),(H. 701)",,
K 1495,福蓋正行所集經,,,,,T1671,복개정행소집경,"(XLI:664),(H. 1398)",,
K 1496,父子合集經,,,,,T320,부자합집경,"(XLI:702),(H. 312)",,
K 1497,續一切經音義,,,,,T2129,속일체경음의,(XLI:785),,
K 1272a,大乘瑜伽金剛性海曼殊室利千臂千鉢大教王經,,,,,T1177a,대승유가금강성해만수실리천비천발대교왕경,,,
K 1498,一切經音義,,,,,T2128,일체경음의,(XLII:1),,
K 1499,宗鏡錄,,,,,T2016,종경록,(XLIV:1),,
K 1500,南明泉和尚頌證道歌事實,,,,,,남명천화상송증도가사실,,,
K 1501,金剛三昧經論,,,,,T1730,금강삼매경론,(XIV:60),,
K 1502,法界圖記叢髓錄,,,,,T1887b,법계도기총수록,(XLV:141),,
K 1503,祖堂集,,,,,,조당집,,,
K 1504,大藏一覽集,,,,,,대장일람집,,,
K 1505,禪門拈頌集,,,,,,선문염송집,,,
K 1506,大方廣佛華嚴經搜玄分齊通智方規,,,,,T1732,대방광불화엄경수현분재통지방궤,(XLVII:1),,
K 1507,十句章圓通記,,,,,,십구장원통기,,,
K 1508,釋華嚴旨歸章圓通鈔,,,,,,석화엄지귀장원통초,,,
K 1509,華嚴經三寶章圓通記,,,,,,화엄경삼보장원통기,,,
K 1510a,釋華嚴教分記圓通鈔,,,,,,석화엄교분기원통초,,,
K 1510b,大華嚴首座圓通兩重大師均如傳幷序,,,,,,대화엄수좌원통양중대사균여전병서,,,
